,country,year,kind,title,sid
41465,Japan,1982,Movie,Demon’s Room,17023
41467,Japan,2006,Movie,Diary of Beloved Wife: White Room,24889
41469,Japan,2011,Movie,Dirty Mother-In-Law Can't Stand It Anymore ...,36373
41471,Japan,2008,Movie,Distorted Motherhood / H Rehabilitation Program,38982
41472,Japan,2015,Movie,"Doemu Sotsugyo Sayonara, Goshujinsama",38470
41473,Japan,2008,Movie,Doi-chan and Goshujin-sama-kun,38984
41475,Japan,1989,Movie,E -Cup Real Action Take Two: Rich & Ripe,36456
41476,Japan,1998,Movie,East Side Waltz: Etsuraku no Sono,28012
41478,Japan,2009,Movie,Ecstasy Special Uniform,17383
41479,Japan,1972,Movie,Edo Komachi Dirty Feast,38940
41480,Japan,1972,Movie,Embrace of a White Angel,38942
41481,Japan,2015,Movie,Enbo no Shitagi,28276
41482,Japan,1973,Movie,Enka Joshi Ko: Kizudarake no Hanabira,40015
41484,Japan,1972,Movie,Eros no Yuwaku,28626
41485,Japan,1973,Movie,Eros wa Amaki Kaori,28627
41486,Japan,2010,Movie,Erotic Scary Ghost Story Kaidan 2 Poltergeist,36430
41490,Japan,2003,Movie,Even Though I'm a High School Teacher ...,36831
41493,Japan,1977,Movie,Female College Student (Secret) SEX Diagnosis,38953
41495,Japan,2000,Movie,"Female Tile (Mespy) Female Sparrow, Physical Bet",38963
41496,Japan,2001,Movie,"Female Tile (Mespy) Female Sparrow, Revenge Fighting Tile",38968
41504,Japan,1976,Movie,Gakusei Jofu Shojo no Aji,40026
41505,Japan,2007,Movie,Gang Rape,42217
41515,Japan,1996,Movie,Goddess of Immorality (Venus) Series 3 Ecstasy,38962
41522,Japan,1999,Movie,Guren Swastika Forbidden Sister Love,38082
41523,Japan,2011,Movie,Gyoukai Lovestory: Dakara TV wa Omoshiroi,27973
41524,Japan,2005,Movie,Handyman Housekeeper from the Key Hole,38951
41525,Japan,2019,Movie,Hatsujo Monogatari: Osananajimi wa Yarimori,43777
41527,Japan,1988,Movie,Hentai Byoto: Hakui Seme,16743
41529,Japan,1979,Movie,Highschool Erotopia: Red Uniform,29877
41531,Japan,1999,Movie,Hitodzuma Hatsujoki Furin Mamire,40028
41537,Japan,1975,Movie,Housewife's Experience Report,37038
41539,Japan,2014,Movie,How About a Married Woman? Affair Scenario,38981
41547,Japan,2000,Movie,I.K.U.,30439
41548,Japan,2008,Movie,If Today was the Last Day,16418
41549,Japan,2011,Movie,Immortality Couple,31493
41551,Japan,2009,Movie,Infectious Ward / Estrus Virus is Spreading,38985
41559,Japan,2001,Movie,Itoshino Jokyoshi,40029
41563,Japan,2020,Movie,Joriku,47150
41564,Japan,1973,Movie,Joshidaisei: Sex Kaki Seminar,37939
41566,Japan,2016,Movie,Kaineko,29093
41567,Japan,1981,Movie,Kairaku Onsenkyo Nyotai Furo,39982
41568,Japan,1996,Movie,Kairaku Satsujin Onna Sosakan: Otori,16679
41569,Japan,1976,Movie,Kanjirundesu,40027
41571,Japan,1979,Movie,Kibogaoka Couple War,37020
41573,Japan,2014,Movie,Kinbaku Eshi No Kanbinaru Utage,36358
41577,Japan,2011,Movie,Kinji Rereta Senritsu Shojo Ni Nani Ga Okotta Ka,36336
41579,Japan,2005,Movie,Kokisen Tears - Virgin Graduation Ceremony,36424
41580,Japan,1976,Movie,Kokusaisen Suchuwadesu Kan no Hiko,40025
41581,Japan,2010,Movie,Konkatsu Battle Royal,16462
41582,Japan,1995,Movie,"Kunoichi, A Lewd Technique Hidden in a Honey Pot",38961
41592,Japan,1986,Movie,Love Guy Doll,37493
41593,Japan,2007,Movie,Love Master,17192
41594,Japan,2008,Movie,Love Master 2,17196
41595,Japan,2008,Movie,Love Master 3,17197
41597,Japan,2004,Movie,Love Twisted,13325
41614,Japan,1972,Movie,Mahiru no Joji,37050
41615,Japan,2010,Movie,Maidroid 2: Maidroid vs. Hostroids,36859
41616,Japan,2016,Movie,Mail Delivery is Twice with my Mother-in-Law,38993
41617,Japan,2016,Movie,Make Room 2,16632
41618,Japan,2013,Movie,Married Doctress - Pleasure Of Sex Slave,36376
41619,Japan,2010,Movie,Married Librarian Being Fucked in a Corner of the Library,38974
41621,Japan,2012,Movie,Married Trucker Hina,16525
41622,Japan,1992,Movie,Married Woman Rape Syndrome,36865
41623,Japan,2012,Movie,Married Woman-Unforgivable Relationship-,36374
41627,Japan,2011,Movie,Metamorphosis Story of an Amorous Father / Someone is Always Watching ...,38972
41628,Japan,2006,Movie,"Miss Hotetor, a Healing Lesson",38977
41629,Japan,2006,Movie,Miss Lady Professor,41545
41631,Japan,1989,Movie,Mizue Tashiro - The Production Acme How to Make Delicious Water,37767
41634,Japan,2007,Movie,Molester Train Dream Oboro Uniform Hunting,37372
41636,Japan,2003,Movie,Mother-in-Law Estrus/ Collapsed Family Sexual Morals,38970
41655,Japan,2000,Movie,My Sister Is a Female Teacher,39479
41656,Japan,2013,Movie,My Sister is Young Wife,36942
41665,Japan,1994,Movie,Natural Woman,4534
41668,Japan,2011,Movie,Nemosu Idol Sosenkyo Battle,17313
41670,Japan,1973,Movie,New Color Calendar Ooku Secret Story Hanabuki Snow Beginning,38945
41671,Japan,2004,Movie,New High School Teacher Forbidden Relationship,36356
41681,Japan,2011,Movie,Nurehaji Imoto,36085
41682,Japan,2009,Movie,Nurse's Confession,29774
41683,Japan,2009,Movie,Obscene Paradise Uncle And Me,36861
41685,Japan,1995,Movie,Oedo Prostitute Wife,38701
41686,Japan,1994,Movie,Oedo Ukiyo Bath Tan Manji Mai,39258
41689,Japan,1973,Movie,OL Nikki: Mitsuryo ~ Asaru,40017
41690,Japan,2013,Movie,OL no Seiheki Puraido Takai OL Onna o Chokyo….,37125
41692,Japan,2008,Movie,One Person / Sex of Thirty Office Ladies,38983
41693,Japan,1970,Movie,Onna-ro hizu,20153
41694,Japan,1980,Movie,Osana Zuma,36640
41695,Japan,2006,Movie,Otto o Uragiru Suiyobi Shufu no Abunai Arubaito,38976
41705,Japan,1978,Movie,Pink Tush Girl,14656
41706,Japan,1979,Movie,Pink Tush Girl: Love Attack,31121
41715,Japan,2016,Movie,Price of Nude,17740
41718,Japan,2016,Movie,Prison Ward 2042,36876
41726,Japan,1984,Movie,Queen of the Rope,16992
41727,Japan,2016,Movie,Rape and Confinement,17384
41728,Japan,2006,Movie,Rape Training: Training of Female Dogs,38978
41731,Japan,2012,Movie,Really Erotic Japanese Back Story - Strange Awahime Onmyoji,36338
41732,Japan,2005,Movie,Red Handcuffs Death Row Prisoner Saori,36436
41738,Japan,2004,Movie,Rookie Tour Conductor Senri,36244
41741,Japan,1976,Movie,Runa no Kokuhaku: Watashi ni Muragatta Otokotachi,40022
41742,Japan,2000,Movie,"Ryuko, in the Unfaithful Evening",24866
41743,Japan,2020,Movie,Sad Angel,43393
41744,Japan,2001,Movie,Sadistic and Masochistic,37056
41746,Japan,1979,Movie,Schoolgirl,39981
41747,Japan,1997,Movie,Schoolgirl Biological Language Indecent Fruit,38591
41748,Japan,1983,Movie,Second Love,40082
41751,Japan,1981,Movie,Secretary Rope Discipline,35152
41760,Japan,1974,Movie,SEX Haiu~ei: Onna no Chushajo,40018
41765,Japan,1976,Movie,SEX Yaro (hi) Ido Baishun,39987
41767,Japan,1973,Movie,Sexual Intercourse Full of Scratches,38944
41768,Japan,1976,Movie,Sexual Virgin One Summer Experience,38946
41770,Japan,2004,Movie,Sexy Cats,36365
41773,Japan,2004,Movie,Sexy Teacher,41543
41776,Japan,2012,Movie,Shiiku Saseru Onna,36339
41777,Japan,1974,Movie,Shin Danchi Tsuma ke Mono no Hirusagari,39955
41778,Japan,1972,Movie,Shinjuku Mayonaka Monogatari: Otome,40012
41779,Japan,2003,Movie,Shinnin Hobo Nisshi: Oji-san to Issho,36832
41780,Japan,1980,Movie,Showa Erotica Rose Lady,37015
41781,Japan,2006,Movie,Showa Woman / Standing Wife's Propensity,38671
41782,Japan,1991,Movie,Shudan Chikan: Hitozuma Nozoki,38610
41783,Japan,1975,Movie,Shufu no Taiken Report: Shin Onna no Yojohan,40020
41784,Japan,2006,Movie,Shutcho Haken Meido Kindan No Hoshi,36269
41789,Japan,2006,Movie,Sister's Secret,37499
41792,Japan,1998,Movie,Slut Train - All You Can Touch,36830
41797,Japan,2020,Movie,Stop the Bitch Campaign Reboot,46830
41798,Japan,2012,Movie,Sugi Yuku Naka De,38992
41799,Japan,2012,Movie,Sugi Yuku Naka de Yukemuri no Ai,40030
41800,Japan,1993,Movie,Suite Room,37938
41801,Japan,1993,Movie,Suite Room 2,38959
41802,Japan,1988,Movie,Suspicious Examination Room - Cosmetic Surgeon Who Committed Me,36823
41806,Japan,1974,Movie,"Tamanoi, Street of Joy",28608
41810,Japan,2020,Movie,Tawawana Tokimeki,47337
41811,Japan,1984,Movie,"Teacher, Don't Light My Body",36882
41814,Japan,1968,Movie,The Daring Nun,37248
41817,Japan,2012,Movie,The Feeling of Rubbing a Married Woman You Want to Hold,38991
41826,Japan,1992,Movie,The Pregnant Woman,36292
41827,Japan,2013,Movie,The Rail Joint: Can't Stay Faithful to My Husband,44804
41828,Japan,2016,Movie,The Reunion: Forbidden Love,23875
41829,Japan,1973,Movie,"The Season of Lust, 18 Years Old",37036
41834,Japan,2007,Movie,The Swapping: Nizuma Chokyo,37163
41846,Japan,1975,Movie,Tokyo Emanieru Fujin: Kojin Kyoju,40019
41848,Japan,2011,Movie,Toraware no Inju,36188
41851,Japan,2006,Movie,Uncle’s Paradise,16526
41853,Japan,1976,Movie,Uno Koichiro no Nurete Tatsu,40021
41857,Japan,2009,Movie,Virgin Relationship 2,28167
41858,Japan,1977,Movie,Wakazuma Nikki Modaeru,39978
41859,Japan,2007,Movie,Wall Lover,17286
41860,Japan,1978,Movie,Watashi wa Okasaretai,37054
41863,Japan,2009,Movie,Weather Girl,17800
41867,Japan,1977,Movie,Wet and Cry from Aiko Nakayama Widow School,38950
41868,Japan,2013,Movie,Widow Complex Wife,36375
41869,Japan,1974,Movie,Wife of a Transiency College Student,37014
41871,Japan,2012,Movie,Wife's Lover,44798
41876,Japan,1982,Movie,Yami ni Idakarete,39983
41877,Japan,2009,Movie,Yami no Manimani: Hitozuma Ayano no Futei na Mousou,30913
41880,Japan,2020,Movie,Yogari no mori: Hotetta Onna tachi,47088
41881,Japan,1983,Movie,Yojohan Iro no Nureginu,36532
41882,Japan,2007,Movie,Yokohama Twilight Story Erotan,38975
41894,Japan,1976,Movie,Young Wife Screaming! !!,38952
41895,Japan,2010,Movie,Young Wife's Hot Tongue Technique,36345
41905,Japan,2012,Movie,Yuki Kijo Densetsu,40032
41906,Japan,2016,Movie,Yumeji: A Spurt of Love,14548
41907,Japan,1980,Movie,Zoom In: Rape Apartments,14654
41908,Japan,1983,Movie,Zoom Up: Graduation Photos,14667
41909,Japan,1979,Movie,Zoom Up: Rape Site,14655
41910,Japan,1981,Movie,Zoom Up: Sexual Crime Report,14666
41911,Japan,1981,Movie,Zoom Up: Woman From the Dirty Magazine,14664
41917,Japan,2013,Movie,Bakumatsu Kitan Shinsen 5 Ni - Fuun Igagoe ,7841
41920,Japan,2013,Movie,God Tongue: Kiss Pressure Game The Movie,9892
41922,Japan,2021,Drama,Okusama wa Minegishi Minami,40551
41924,Japan,2005,Drama,The Life Heritage,21601
41926,Japan,2020,Movie,Zero As You Are,32060
41927,Japan,2004,Drama,I'm Home,23933
41929,Japan,2004,Drama,Kimi ga Omoide ni Naru Mae ni,13014
41935,Japan,2016,Movie,Death Forest 4,17006
41936,Japan,2016,Movie,Death Forest 5,14943
41937,Japan,2016,Movie,Fake,14333
41938,Japan,2017,Movie,Ghostroads,29373
41939,Japan,2021,Movie,Love of the Great Tug of War,27625
41943,Japan,2000,Drama,Shinjuku Punk Rescue Squad,20023
41944,Japan,2009,Drama Special,The Policeman's Lineage,20145
41951,Japan,1972,Movie,Outlaw Killers: Three Mad Dog Brothers,12281
41952,Japan,1995,Drama Special,Furuhata Ninzaburo SP 1,34403
41953,Japan,2006,Movie,Erotic Comic Girl,46340
41959,Japan,2017,Movie,Amiko,33863
41961,Japan,1996,Movie,Focus,41261
41962,Japan,1988,Movie,Getting Blue in Color,39336
41965,Japan,2019,Movie,Queer Japan,40863
41967,Japan,2015,Movie,Doctor,10404
41970,Japan,2020,Movie,Hero 2020,31651
42086,Japan,2022,Drama,Kurose Kourin!,49554
42093,Japan,2007,Drama,Asakusa Fukumaru Ryokan,4841
42094,Japan,2007,Drama,Asakusa Fukumaru Ryokan 2,4860
42095,Japan,2012,Drama Special,Koi Aji Oyako,4968
42096,Japan,2012,Drama Special,Poplar no Aki,7230
42099,Japan,2003,Movie,Erotic Train,43940
42116,Japan,1965,Movie,Chi to Suna,13725
42117,Japan,2003,Drama,Semishigure,17558
42119,Japan,2018,Movie,Bucket and Me,21142
42123,Japan,2008,Movie,Killer Car,43458
42124,Japan,2008,Movie,Slaughter Island,43459
42126,Japan,1999,TV Show,Ainori,46300
42129,Japan,2018,Movie,Double Drive: Ookami no Okite,22779
42130,Japan,2021,TV Show,The First,49241
42131,Japan,2015,Movie,Violent Love,43268
42136,Japan,1979,Movie,Jigoku,36172
42202,Japan,1991,Movie,Bakumatsu Junjoden,18628
42203,Japan,1997,Drama,Shin Hanshichi Torimonocho,14582
42204,Japan,2020,Drama,Shinkaishaku Sangokushi Ibun,38265
42205,Japan,1998,Drama,Shinsengumi Keppuroku,12670
42241,Japan,2008,TV Show,VsArashi Saikyou Ouja Kettisen Special #1,19539
42242,Japan,2009,TV Show,VsArashi Saikyou Ouja Kettisen Special #3,19968
42244,Japan,2020,TV Show,Anata no Kawari ni Mitekimasu! Real Totsu WEST,37621
42245,Japan,2021,TV Show,VS Damashii,37536
42262,Japan,2008,Movie,Gachiban,28174
42264,Japan,1978,Drama,Abarenbo Shogun,17714
42265,Japan,2000,Drama,Abarenbo Shogun Season 10,20196
42266,Japan,2001,Drama,Abarenbo Shogun Season 11,20197
42267,Japan,2002,Drama,Abarenbo Shogun Season 12,20198
42268,Japan,1983,Drama,Abarenbo Shogun Season 2,17735
42269,Japan,1988,Drama,Abarenbo Shogun Season 3,17765
42270,Japan,1991,Drama,Abarenbo Shogun Season 4,20190
42271,Japan,1993,Drama,Abarenbo Shogun Season 5,20192
42272,Japan,1994,Drama,Abarenbo Shogun Season 6,20193
42273,Japan,1996,Drama,Abarenbo Shogun Season 7,20194
42274,Japan,1998,Drama,Abarenbo Shogun Season 9,20195
42275,Japan,2004,Drama Special,Abarenbo Shogun: Spring Special,20200
42276,Japan,1996,Drama,Bridesmaid At The Marriage Ceremony Hall,29435
42284,Japan,2002,Drama,Omiai Hourouki,23978
42285,Japan,1997,Drama,Shinryonaikai Ryoko,17522
42288,Japan,1984,Movie,For Kayako,44364
42289,Japan,2018,Drama Special,Donten ni Warau Tenka Yamainu Yameruttesa,19838
42293,Japan,2018,Movie,The Negotiator: Behind The Reversion of Okinawa,21585
42298,Japan,2019,TV Show,Double bed SEVEN DAY LOVER,29907
42300,Japan,2022,TV Show,Falling in Love Like a Romantic Drama: KISS or Kiss Class Reunion,49230
42320,Japan,2013,Movie,Dancing Karate Kid ,7557
42325,Japan,2023,Drama,"Keiji to Kenji, Tokidoki Hanji",50176
42326,Japan,1988,Movie,Lolita Chijoku,37099
42327,Japan,2009,Movie,Ninja She-Devil,30279
42328,Japan,1986,Movie,OL Boko: Yogosu!,37097
42344,Japan,1972,Movie,A Woman With Red Hair,49706
42345,Japan,1959,Movie,A Young Rabble,49492
42346,Japan,2004,Movie,Ah! House Collapses!,28108
42347,Japan,2000,Drama,Ai Kotoba Wa Yuki,22802
42348,Japan,1981,Movie,Akuryo-To,35158
42349,Japan,1964,Movie,Black Sun,33419
42350,Japan,1966,Movie,Black Tight Killers,25068
42351,Japan,1971,Movie,Blood For Blood,31421
42352,Japan,1961,Movie,Bride of White Castle,47969
42353,Japan,1971,Drama,Dai Chushingura,14581
42354,Japan,1977,Movie,Dan no Urayomakurakassenki,29069
42355,Japan,1962,Movie,Danger Pays,37005
42356,Japan,1970,Movie,Dangerous Games,36834
42358,Japan,1983,Movie,Debauchery,43223
42359,Japan,1959,Movie,Detective Hibari: Hidden Coin,31529
42360,Japan,1977,Movie,Discontinuous Murder,36899
42361,Japan,1983,Movie,Double Bed,38712
42362,Japan,1995,Movie,East Meets West,28010
42363,Japan,1958,Movie,Edo Girl Detective,47463
42364,Japan,1978,Movie,Erotic na Kankei,28630
42365,Japan,1958,Movie,First Love of Okon,47951
42366,Japan,1961,Movie,Flowers on the Road,47773
42367,Japan,1980,Movie,Four Seasons: Natsuko,30419
42368,Japan,2005,Movie,Frog Song,28645
42369,Japan,1959,Movie,Gentle Breeze,31531
42370,Japan,1972,Movie,Girl Boss Blues: Queen Bee’s Challenge,25522
42371,Japan,1980,Movie,Girl Boss Mafia: Lynch,39030
42372,Japan,1972,Movie,Hirusagari no Joji: Uramado,37361
42373,Japan,1990,Movie,Inheritance,36935
42374,Japan,1960,Movie,Ishimatsu: the One-Eyed Avenger,31380
42375,Japan,2001,Drama,Jikuu Keisatsu Wecker,25035
42376,Japan,1959,Movie,Kaidan Kagamigafuchi,28903
42377,Japan,1995,Drama,Kaiki Club: Shougakusei Hen,10950
42378,Japan,1991,Movie,Kekko Kamen,49567
42379,Japan,1982,Movie,Koichiro Uno's Wet and Riding,30554
42380,Japan,1972,Movie,Konketsuji Rika,45937
42381,Japan,1989,Drama Special,Kozure Okami: Meifu Mado no Shikaku Hito ~ Haha Koishi Daigoro Zessho!,43274
42382,Japan,1988,Movie,Labyrinth Romanesque,36486
42383,Japan,1962,Movie,Lady Sen and Hideyori,40636
42384,Japan,1967,Movie,Like A Shooting Star,27328
42385,Japan,1993,Movie,Lone Wolf and Cub: Final Conflict,25539
42386,Japan,1968,Movie,Lone Wolf Isazo,26240
42387,Japan,1982,Movie,Lusty Discipline in Uniform,43572
42388,Japan,1983,Movie,Manji,16308
42389,Japan,2002,Movie,Mike Yokohama: A Forest with No Name,36778
42390,Japan,1979,Movie,Murder in the Doll House,43284
42391,Japan,1965,Movie,Murder Unincorporated,37929
42392,Japan,1962,Movie,Nakayama Nanari,28087
42393,Japan,2020,TV Show,Naoki Urasawa's Manben neo,39943
42394,Japan,2007,Movie,Naughty Instinct,46615
42395,Japan,1969,Movie,Nemuri Kyoshiro 13,37246
42396,Japan,1982,Drama,Nemuri Kyoshiro Engetsu Sappo,40078
42397,Japan,1956,Movie,Nemurikyoshiro Burai Hikae,31336
42398,Japan,1991,Movie,Neo Chinpira 2: Zoom Goes the Bullet,30941
42399,Japan,1990,Movie,Neo Chinpira: Zoom Goes the Bullet,30938
42400,Japan,1996,Movie,Night of Body's Model,36988
42401,Japan,1991,Movie,Noh Mask Murders,18626
42402,Japan,1981,Movie,Nympho Diver: G-String Festival,35149
42403,Japan,1969,Movie,Ohyaku: The Female Demon,25063
42404,Japan,1969,Movie,Okatsu The Fugitive,25256
42405,Japan,1967,Movie,Orgy,37979
42406,Japan,1973,Drama,Oshi Samurai Kiichi Hogan,40075
42407,Japan,1964,Movie,Our Blood Will Not Forgive,43699
42408,Japan,1960,Movie,Paper Crane Palanquin,48912
42409,Japan,2008,Movie,Passions of a Private Secretary,42411
42410,Japan,1986,Movie,Poisson d'Avril,46618
42411,Japan,1969,Movie,Quick-draw Okatsu,25210
42412,Japan,1973,Movie,Ranking Boss Rock,25061
42413,Japan,1979,Movie,Rape Shot: Momoe's Lips,45766
42414,Japan,1968,Movie,Retaliation,21625
42415,Japan,1988,Movie,Revolver,31137
42416,Japan,1999,Movie,Rosetta The Masked Angel: Rosetta Vs. Freja,29209
42417,Japan,1969,Movie,"Running in Madness, Dying in Love",24234
42418,Japan,2007,Movie,Sadistic Yoga,44582
42419,Japan,1983,Movie,Sailor Uniform: Lily Lovers,49712
42420,Japan,1978,Drama,Saiyuki,21508
42421,Japan,2005,Movie,Sakiko no Sushi,46863
42422,Japan,1969,Movie,Season of Terror,30488
42423,Japan,1977,Movie,Sei to Ai no Corridor,37540
42424,Japan,1970,Movie,Sex Jack,37921
42425,Japan,1983,Movie,She Cat,30372
42426,Japan,1922,Movie,Shibukawa Bangoro,28255
42427,Japan,1976,Movie,Sister Street Fighter: Fifth Level Fist,26385
42428,Japan,1974,Movie,Sister Street Fighter: Hanging by a Thread,36577
42429,Japan,1969,Movie,Sleepy Eyes of Death 14: Fylfot Swordplay,43235
42430,Japan,1960,Movie,Smashing the 0-Line,36632
42431,Japan,1979,Movie,Super Gun Lady: Police Branch 82,27448
42432,Japan,2007,Movie,Swimming Class,30404
42433,Japan,1995,Movie,Tears of Ecstasy,38562
42434,Japan,1957,Movie,The Deep Blue Sea,47946
42435,Japan,1979,Movie,The Devil Comes and Plays His Flute,28992
42436,Japan,1965,Movie,The Dragon Of Macao,28136
42437,Japan,1959,Movie,The Edo Official and Apprentice,48612
42439,Japan,1974,Movie,The Homeless,30388
42440,Japan,1963,Movie,The Incorrigible,33373
42441,Japan,1957,Movie,The Lonely Swordsman Part 2,48076
42442,Japan,1958,Movie,The Spell of the Hidden Gold,48085
42443,Japan,1978,Movie,The Tragedy in the Devil-Mask Village,36168
42444,Japan,1962,Movie,The Whale God,44067
42445,Japan,1973,Movie,The World of Geisha,30490
42446,Japan,1974,Movie,The World of Geisha 2 – The Precocious Lad,37759
42447,Japan,2001,Movie,Tokyo X Erotica,39001
42448,Japan,1962,Movie,Travels of Hibari and Chiemi,47979
42449,Japan,1963,Movie,Travels of Hibari and Chiemi 2: The Lovebird’s 1000 Ryo Umbrella,47555
42450,Japan,1957,Movie,Ukigusa no yado,36724
42451,Japan,1990,Movie,Under Aurora,34982
42452,Japan,1969,Movie,Violence Without a Cause,37930
42453,Japan,1976,Movie,Violent Panic: The Big Crash,43144
42454,Japan,1996,Movie,Weather Woman,22407
42455,Japan,1996,Movie,Weather Woman Returns,38561
42456,Japan,2007,Movie,Widow Apartment,44077
42457,Japan,1958,Movie,With Songs in My Heart,47492
42458,Japan,2007,Movie,Woman Peeper,46630
42459,Japan,1983,Movie,Woman with Pierced Nipples,17806
42460,Japan,1979,Movie,Woman With Red Hair,28532
42461,Japan,1982,Movie,Women With A Red Hat,28525
42462,Japan,1981,Movie,Yokohama BJ Blues,30952
42463,Japan,1995,Movie,Zero Woman 2,46556
42464,Japan,1995,Movie,Zero Woman: Final Mission,26718
42474,Japan,2014,Movie,"Buy Bling, Get One Free!",12473
42475,Japan,2006,Drama,Nogaremono Orin,5695
42619,Japan,1979,Movie,Akio Jissoji's Ultraman,30923
42692,Japan,2021,Drama,Ayakashi Tometsu-Den Kougaiger,43691
42693,Japan,1997,Drama Special,B Robo Kabutack: The Epic Christmas Battle!!,29757
42762,Japan,1989,TV Show,Beat Takeshi's Laughter Ultra Quiz,39006
42869,Japan,1967,Drama,Captain Ultra,21607
42916,Japan,2005,Movie,Choi Kowai Hanashi The Movie: Yami no Eigasai,21954
42927,Japan,1991,Drama Special,Choujin Sentai Jetman: Jetmen Finishing Move Graffiti,45092
42928,Japan,1995,Drama Special,Chouriki Sentai Ohranger Super Video: Member Notebook,45889
42929,Japan,2010,Drama,Chouyoake: Ultra Dawn,29282
42988,Japan,2014,Movie,Daikaijuu Rush: Ultra Frontier Verokron Hunting,28989
43026,Japan,1997,Drama Special,Denji Sentai Megaranger Super Video: You Can Be One Too! A Mega Hero,47038
43115,Japan,1980,Movie,Eight Riders vs. Galaxy King,14414
43224,Japan,2022,Drama Special,Futari no Ultraman,47744
43227,Japan,1975,Drama,G-Men '75,35078
43412,Japan,1993,Drama Special,I Loved Seven,29460
43565,Japan,2014,Drama Special,Kamen Rider 3D Battle from Ganbarazing Drive Appearance Ver.,49801
