lat,lng,河北省,北京市,天津市
36.091445128319997,114.97412109375,1,0,0
36.194536603326661,115.435546875,1,0,0
36.194536603326661,115.34326171875,1,0,0
36.194536603326661,115.06640625,1,0,0
36.194536603326661,114.97412109375,1,0,0
36.194536603326661,114.8818359375,1,0,0
36.194536603326661,114.78955078125,1,0,0
36.194536603326661,114.697265625,1,0,0
36.194536603326661,114.60498046875,1,0,0
36.194536603326661,114.5126953125,1,0,0
36.297628078333332,115.34326171875,1,0,0
36.297628078333332,115.2509765625,1,0,0
36.297628078333332,115.15869140625,1,0,0
36.297628078333332,115.06640625,1,0,0
36.297628078333332,114.97412109375,1,0,0
36.297628078333332,114.8818359375,1,0,0
36.297628078333332,114.78955078125,1,0,0
36.297628078333332,114.697265625,1,0,0
36.297628078333332,114.60498046875,1,0,0
36.297628078333332,114.5126953125,1,0,0
36.297628078333332,114.42041015625,1,0,0
36.297628078333332,114.328125,1,0,0
36.297628078333332,114.23583984375,1,0,0
36.297628078333332,114.1435546875,1,0,0
36.400719553339997,115.34326171875,1,0,0
36.400719553339997,115.2509765625,1,0,0
36.400719553339997,115.15869140625,1,0,0
36.400719553339997,115.06640625,1,0,0
36.400719553339997,114.97412109375,1,0,0
36.400719553339997,114.8818359375,1,0,0
36.400719553339997,114.78955078125,1,0,0
36.400719553339997,114.697265625,1,0,0
36.400719553339997,114.60498046875,1,0,0
36.400719553339997,114.42041015625,1,0,0
36.400719553339997,114.328125,1,0,0
36.400719553339997,114.23583984375,1,0,0
36.400719553339997,114.1435546875,1,0,0
36.400719553339997,114.05126953125,1,0,0
36.400719553339997,113.958984375,1,0,0
36.400719553339997,113.86669921875,1,0,0
36.503811028346661,115.2509765625,1,0,0
36.503811028346661,115.15869140625,1,0,0
36.503811028346661,115.06640625,1,0,0
36.503811028346661,114.97412109375,1,0,0
36.503811028346661,114.8818359375,1,0,0
36.503811028346661,114.78955078125,1,0,0
36.503811028346661,114.697265625,1,0,0
36.503811028346661,114.60498046875,1,0,0
36.503811028346661,114.5126953125,1,0,0
36.503811028346661,114.42041015625,1,0,0
36.503811028346661,114.328125,1,0,0
36.503811028346661,114.23583984375,1,0,0
36.503811028346661,114.1435546875,1,0,0
36.503811028346661,114.05126953125,1,0,0
36.503811028346661,113.958984375,1,0,0
36.503811028346661,113.86669921875,1,0,0
36.606902503353332,115.34326171875,1,0,0
36.606902503353332,115.2509765625,1,0,0
36.606902503353332,115.15869140625,1,0,0
36.606902503353332,115.06640625,1,0,0
36.606902503353332,114.97412109375,1,0,0
36.606902503353332,114.8818359375,1,0,0
36.606902503353332,114.78955078125,1,0,0
36.606902503353332,114.697265625,1,0,0
36.606902503353332,114.60498046875,1,0,0
36.606902503353332,114.5126953125,1,0,0
36.606902503353332,114.42041015625,1,0,0
36.606902503353332,114.328125,1,0,0
36.606902503353332,114.23583984375,1,0,0
36.606902503353332,114.1435546875,1,0,0
36.606902503353332,114.05126953125,1,0,0
36.606902503353332,113.958984375,1,0,0
36.606902503353332,113.86669921875,1,0,0
36.709993978359996,115.435546875,1,0,0
36.709993978359996,115.34326171875,1,0,0
36.709993978359996,115.2509765625,1,0,0
36.709993978359996,115.15869140625,1,0,0
36.709993978359996,115.06640625,1,0,0
36.709993978359996,114.97412109375,1,0,0
36.709993978359996,114.8818359375,1,0,0
36.709993978359996,114.78955078125,1,0,0
36.709993978359996,114.697265625,1,0,0
36.709993978359996,114.60498046875,1,0,0
36.709993978359996,114.5126953125,1,0,0
36.709993978359996,114.42041015625,1,0,0
36.709993978359996,114.328125,1,0,0
36.709993978359996,114.23583984375,1,0,0
36.709993978359996,114.1435546875,1,0,0
36.709993978359996,114.05126953125,1,0,0
36.709993978359996,113.958984375,1,0,0
36.709993978359996,113.86669921875,1,0,0
36.813085453366668,115.6201171875,1,0,0
36.813085453366668,115.52783203125,1,0,0
36.813085453366668,115.435546875,1,0,0
36.813085453366668,115.34326171875,1,0,0
36.813085453366668,115.2509765625,1,0,0
36.813085453366668,115.15869140625,1,0,0
36.813085453366668,115.06640625,1,0,0
36.813085453366668,114.97412109375,1,0,0
36.813085453366668,114.8818359375,1,0,0
36.813085453366668,114.78955078125,1,0,0
36.813085453366668,114.697265625,1,0,0
36.813085453366668,114.60498046875,1,0,0
36.813085453366668,114.5126953125,1,0,0
36.813085453366668,114.42041015625,1,0,0
36.813085453366668,114.328125,1,0,0
